applicant_id,predicted_prob_default,credit_score,score_band,recommended_action
47826,0.3443,506,Very High Risk,Decline
47827,0.4186,497,Very High Risk,Decline
47828,0.3555,504,Very High Risk,Decline
47829,0.8981,424,Very High Risk,Decline
47830,0.1721,532,Very High Risk,Decline
47831,0.7972,448,Very High Risk,Decline
47832,0.208,526,Very High Risk,Decline
47833,0.1491,537,Very High Risk,Decline
47834,0.8695,432,Very High Risk,Decline
47835,0.2555,518,Very High Risk,Decline
47836,0.106,549,Very High Risk,Decline
47837,0.3283,508,Very High Risk,Decline
47838,0.7003,463,Very High Risk,Decline
47839,0.3442,506,Very High Risk,Decline
47840,0.1178,545,Very High Risk,Decline
47841,0.8032,447,Very High Risk,Decline
47842,0.2096,525,Very High Risk,Decline
47843,0.0569,568,Very High Risk,Decline
47844,0.0941,552,Very High Risk,Decline
47845,0.1173,545,Very High Risk,Decline
47846,0.196,528,Very High Risk,Decline
47847,0.2048,526,Very High Risk,Decline
47848,0.1584,535,Very High Risk,Decline
47849,0.5427,482,Very High Risk,Decline
47850,0.333,507,Very High Risk,Decline
47851,0.0613,566,Very High Risk,Decline
47852,0.1062,549,Very High Risk,Decline
47853,0.483,489,Very High Risk,Decline
47854,0.2257,523,Very High Risk,Decline
47855,0.397,499,Very High Risk,Decline
47856,0.0918,553,Very High Risk,Decline
47857,0.0593,567,Very High Risk,Decline
47858,0.4812,489,Very High Risk,Decline
47859,0.2426,520,Very High Risk,Decline
47860,0.14,540,Very High Risk,Decline
47861,0.6833,465,Very High Risk,Decline
47862,0.1365,540,Very High Risk,Decline
47863,0.0388,580,High Risk,Decline
47864,0.1516,537,Very High Risk,Decline
47865,0.3622,503,Very High Risk,Decline
47866,0.0867,555,Very High Risk,Decline
47867,0.8074,446,Very High Risk,Decline
47868,0.363,503,Very High Risk,Decline
47869,0.5941,476,Very High Risk,Decline
47870,0.3009,511,Very High Risk,Decline
47871,0.0602,566,Very High Risk,Decline
47872,0.0686,562,Very High Risk,Decline
47873,0.2089,526,Very High Risk,Decline
47874,0.5108,486,Very High Risk,Decline
47875,0.1287,542,Very High Risk,Decline
47876,0.2557,518,Very High Risk,Decline
47877,0.3345,507,Very High Risk,Decline
47878,0.1465,538,Very High Risk,Decline
47879,0.8958,425,Very High Risk,Decline
47880,0.9119,420,Very High Risk,Decline
47881,0.1819,531,Very High Risk,Decline
47882,0.5611,480,Very High Risk,Decline
47883,0.1448,538,Very High Risk,Decline
47884,0.2206,524,Very High Risk,Decline
47885,0.9434,406,Very High Risk,Decline
47886,0.2819,514,Very High Risk,Decline
47887,0.3675,503,Very High Risk,Decline
47888,0.297,512,Very High Risk,Decline
47889,0.198,527,Very High Risk,Decline
47890,0.1776,531,Very High Risk,Decline
47891,0.357,504,Very High Risk,Decline
47892,0.1146,546,Very High Risk,Decline
47893,0.3063,511,Very High Risk,Decline
47894,0.6974,463,Very High Risk,Decline
47895,0.1284,542,Very High Risk,Decline
47896,0.0327,585,High Risk,Decline
47897,0.1615,535,Very High Risk,Decline
47898,0.1207,544,Very High Risk,Decline
47899,0.2878,513,Very High Risk,Decline
47900,0.9116,420,Very High Risk,Decline
47901,0.5107,486,Very High Risk,Decline
47902,0.468,491,Very High Risk,Decline
47903,0.0492,573,Very High Risk,Decline
47904,0.7811,450,Very High Risk,Decline
47905,0.1808,531,Very High Risk,Decline
47906,0.0778,558,Very High Risk,Decline
47907,0.3425,506,Very High Risk,Decline
47908,0.1843,530,Very High Risk,Decline
47909,0.8246,442,Very High Risk,Decline
47910,0.267,516,Very High Risk,Decline
47911,0.1178,545,Very High Risk,Decline
47912,0.1013,550,Very High Risk,Decline
47913,0.8794,430,Very High Risk,Decline
47914,0.5066,486,Very High Risk,Decline
47915,0.1131,547,Very High Risk,Decline
47916,0.1456,538,Very High Risk,Decline
47917,0.2194,524,Very High Risk,Decline
47918,0.8289,442,Very High Risk,Decline
47919,0.6593,468,Very High Risk,Decline
47920,0.9783,377,Very High Risk,Decline
47921,0.6428,470,Very High Risk,Decline
47922,0.0414,578,Very High Risk,Decline
47923,0.2003,527,Very High Risk,Decline
47924,0.3424,506,Very High Risk,Decline
47925,0.1822,530,Very High Risk,Decline
47926,0.2072,526,Very High Risk,Decline
47927,0.2303,522,Very High Risk,Decline
47928,0.206,526,Very High Risk,Decline
47929,0.9451,405,Very High Risk,Decline
47930,0.2201,524,Very High Risk,Decline
47931,0.0758,559,Very High Risk,Decline
47932,0.4406,494,Very High Risk,Decline
47933,0.6694,467,Very High Risk,Decline
47934,0.5144,485,Very High Risk,Decline
47935,0.2973,512,Very High Risk,Decline
47936,0.0404,578,Very High Risk,Decline
47937,0.1109,547,Very High Risk,Decline
47938,0.3768,502,Very High Risk,Decline
47939,0.266,516,Very High Risk,Decline
47940,0.8768,430,Very High Risk,Decline
47941,0.5885,477,Very High Risk,Decline
47942,0.1162,546,Very High Risk,Decline
47943,0.0985,551,Very High Risk,Decline
47944,0.4309,495,Very High Risk,Decline
47945,0.3478,505,Very High Risk,Decline
47946,0.5838,477,Very High Risk,Decline
47947,0.0478,573,Very High Risk,Decline
47948,0.0757,559,Very High Risk,Decline
47949,0.2171,524,Very High Risk,Decline
47950,0.0405,578,Very High Risk,Decline
47951,0.337,507,Very High Risk,Decline
47952,0.0907,554,Very High Risk,Decline
47953,0.2248,523,Very High Risk,Decline
47954,0.3176,509,Very High Risk,Decline
47955,0.0529,570,Very High Risk,Decline
47956,0.6008,475,Very High Risk,Decline
47957,0.5074,486,Very High Risk,Decline
47958,0.1018,550,Very High Risk,Decline
47959,0.3116,510,Very High Risk,Decline
47960,0.6887,464,Very High Risk,Decline
47961,0.2061,526,Very High Risk,Decline
47962,0.0592,567,Very High Risk,Decline
47963,0.1126,547,Very High Risk,Decline
47964,0.3851,501,Very High Risk,Decline
47965,0.9084,421,Very High Risk,Decline
47966,0.9616,394,Very High Risk,Decline
47967,0.2087,526,Very High Risk,Decline
47968,0.2325,522,Very High Risk,Decline
47969,0.8923,426,Very High Risk,Decline
47970,0.118,545,Very High Risk,Decline
47971,0.834,441,Very High Risk,Decline
47972,0.3221,509,Very High Risk,Decline
47973,0.0951,552,Very High Risk,Decline
47974,0.3168,509,Very High Risk,Decline
47975,0.3744,502,Very High Risk,Decline
47976,0.3848,501,Very High Risk,Decline
47977,0.4472,493,Very High Risk,Decline
47978,0.0302,587,High Risk,Decline
47979,0.4434,494,Very High Risk,Decline
47980,0.0566,568,Very High Risk,Decline
47981,0.0323,585,High Risk,Decline
47982,0.642,470,Very High Risk,Decline
47983,0.7853,450,Very High Risk,Decline
47984,0.164,534,Very High Risk,Decline
47985,0.4314,495,Very High Risk,Decline
47986,0.1937,528,Very High Risk,Decline
47987,0.0562,568,Very High Risk,Decline
47988,0.0312,586,High Risk,Decline
47989,0.4162,497,Very High Risk,Decline
47990,0.0444,576,Very High Risk,Decline
47991,0.2075,526,Very High Risk,Decline
47992,0.7634,453,Very High Risk,Decline
47993,0.5172,485,Very High Risk,Decline
47994,0.0341,584,High Risk,Decline
47995,0.7201,460,Very High Risk,Decline
47996,0.1908,529,Very High Risk,Decline
47997,0.9066,422,Very High Risk,Decline
47998,0.0501,572,Very High Risk,Decline
47999,0.21,525,Very High Risk,Decline
48000,0.7735,452,Very High Risk,Decline
48001,0.1982,527,Very High Risk,Decline
48002,0.0445,576,Very High Risk,Decline
48003,0.3284,508,Very High Risk,Decline
48004,0.2292,522,Very High Risk,Decline
48005,0.1143,546,Very High Risk,Decline
48006,0.042,577,Very High Risk,Decline
48007,0.14,540,Very High Risk,Decline
48008,0.3044,511,Very High Risk,Decline
48009,0.1241,544,Very High Risk,Decline
48010,0.2603,517,Very High Risk,Decline
48011,0.2496,519,Very High Risk,Decline
48012,0.1798,531,Very High Risk,Decline
48013,0.2904,513,Very High Risk,Decline
48014,0.2814,514,Very High Risk,Decline
48015,0.869,433,Very High Risk,Decline
48016,0.0634,565,Very High Risk,Decline
48017,0.1627,534,Very High Risk,Decline
48018,0.2504,519,Very High Risk,Decline
48019,0.6733,466,Very High Risk,Decline
48020,0.0267,591,High Risk,Decline
48021,0.0721,561,Very High Risk,Decline
48022,0.373,502,Very High Risk,Decline
48023,0.0607,566,Very High Risk,Decline
48024,0.2893,513,Very High Risk,Decline
48025,0.0422,577,Very High Risk,Decline
48026,0.1262,543,Very High Risk,Decline
48027,0.6534,469,Very High Risk,Decline
48028,0.1501,537,Very High Risk,Decline
48029,0.2376,521,Very High Risk,Decline
48030,0.2067,526,Very High Risk,Decline
48031,0.0695,562,Very High Risk,Decline
48032,0.9819,372,Very High Risk,Decline
48033,0.1626,534,Very High Risk,Decline
48034,0.134,541,Very High Risk,Decline
48035,0.3369,507,Very High Risk,Decline
48036,0.1621,535,Very High Risk,Decline
48037,0.2181,524,Very High Risk,Decline
48038,0.279,515,Very High Risk,Decline
48039,0.0706,562,Very High Risk,Decline
48040,0.2275,522,Very High Risk,Decline
48041,0.7167,460,Very High Risk,Decline
48042,0.282,514,Very High Risk,Decline
48043,0.1434,539,Very High Risk,Decline
48044,0.1989,527,Very High Risk,Decline
48045,0.1773,531,Very High Risk,Decline
48046,0.1672,533,Very High Risk,Decline
48047,0.4849,489,Very High Risk,Decline
48048,0.195,528,Very High Risk,Decline
48049,0.8668,433,Very High Risk,Decline
48050,0.3446,506,Very High Risk,Decline
48051,0.9455,405,Very High Risk,Decline
48052,0.198,527,Very High Risk,Decline
48053,0.9374,409,Very High Risk,Decline
48054,0.7354,458,Very High Risk,Decline
48055,0.9304,412,Very High Risk,Decline
48056,0.1611,535,Very High Risk,Decline
48057,0.4449,494,Very High Risk,Decline
48058,0.0493,572,Very High Risk,Decline
48059,0.0361,582,High Risk,Decline
48060,0.939,408,Very High Risk,Decline
48061,0.904,422,Very High Risk,Decline
48062,0.3868,500,Very High Risk,Decline
48063,0.6111,474,Very High Risk,Decline
48064,0.1053,549,Very High Risk,Decline
48065,0.0508,572,Very High Risk,Decline
48066,0.3067,511,Very High Risk,Decline
48067,0.0266,591,High Risk,Decline
48068,0.3586,504,Very High Risk,Decline
48069,0.3881,500,Very High Risk,Decline
48070,0.2947,512,Very High Risk,Decline
48071,0.1959,528,Very High Risk,Decline
48072,0.1285,542,Very High Risk,Decline
48073,0.9078,421,Very High Risk,Decline
48074,0.8815,429,Very High Risk,Decline
48075,0.2053,526,Very High Risk,Decline
48076,0.1834,530,Very High Risk,Decline
48077,0.0874,555,Very High Risk,Decline
48078,0.195,528,Very High Risk,Decline
48079,0.778,451,Very High Risk,Decline
48080,0.155,536,Very High Risk,Decline
48081,0.0817,557,Very High Risk,Decline
48082,0.1308,542,Very High Risk,Decline
48083,0.1394,540,Very High Risk,Decline
48084,0.9039,422,Very High Risk,Decline
48085,0.2999,512,Very High Risk,Decline
48086,0.3988,499,Very High Risk,Decline
48087,0.1771,531,Very High Risk,Decline
48088,0.0563,568,Very High Risk,Decline
48089,0.0701,562,Very High Risk,Decline
48090,0.4426,494,Very High Risk,Decline
48091,0.8642,434,Very High Risk,Decline
48092,0.4797,489,Very High Risk,Decline
48093,0.1288,542,Very High Risk,Decline
48094,0.1599,535,Very High Risk,Decline
48095,0.7987,447,Very High Risk,Decline
48096,0.3355,507,Very High Risk,Decline
48097,0.3263,508,Very High Risk,Decline
48098,0.1273,543,Very High Risk,Decline
48099,0.0355,582,High Risk,Decline
48100,0.1905,529,Very High Risk,Decline
48101,0.1549,536,Very High Risk,Decline
48102,0.7931,448,Very High Risk,Decline
48103,0.5686,479,Very High Risk,Decline
48104,0.5792,478,Very High Risk,Decline
48105,0.0472,574,Very High Risk,Decline
48106,0.1624,534,Very High Risk,Decline
48107,0.2926,513,Very High Risk,Decline
48108,0.2195,524,Very High Risk,Decline
48109,0.3786,501,Very High Risk,Decline
48110,0.1107,547,Very High Risk,Decline
48111,0.2958,512,Very High Risk,Decline
48112,0.3705,502,Very High Risk,Decline
48113,0.5373,483,Very High Risk,Decline
48114,0.0729,561,Very High Risk,Decline
48115,0.9685,388,Very High Risk,Decline
48116,0.5838,477,Very High Risk,Decline
48117,0.2736,515,Very High Risk,Decline
48118,0.2002,527,Very High Risk,Decline
48119,0.0926,553,Very High Risk,Decline
48120,0.2221,523,Very High Risk,Decline
48121,0.3987,499,Very High Risk,Decline
48122,0.2763,515,Very High Risk,Decline
48123,0.3827,501,Very High Risk,Decline
48124,0.2418,520,Very High Risk,Decline
48125,0.335,507,Very High Risk,Decline
48126,0.1822,530,Very High Risk,Decline
48127,0.2289,522,Very High Risk,Decline
48128,0.1365,540,Very High Risk,Decline
48129,0.2013,527,Very High Risk,Decline
48130,0.21,525,Very High Risk,Decline
48131,0.1541,536,Very High Risk,Decline
48132,0.6618,468,Very High Risk,Decline
48133,0.8876,427,Very High Risk,Decline
48134,0.36,504,Very High Risk,Decline
48135,0.3432,506,Very High Risk,Decline
48136,0.8136,445,Very High Risk,Decline
48137,0.1216,544,Very High Risk,Decline
48138,0.3356,507,Very High Risk,Decline
48139,0.2588,517,Very High Risk,Decline
48140,0.247,519,Very High Risk,Decline
48141,0.1862,530,Very High Risk,Decline
48142,0.0967,552,Very High Risk,Decline
48143,0.4609,492,Very High Risk,Decline
48144,0.2693,516,Very High Risk,Decline
48145,0.2119,525,Very High Risk,Decline
48146,0.9205,416,Very High Risk,Decline
48147,0.1686,533,Very High Risk,Decline
48148,0.0595,567,Very High Risk,Decline
48149,0.1705,533,Very High Risk,Decline
48150,0.4319,495,Very High Risk,Decline
48151,0.3376,507,Very High Risk,Decline
48152,0.1742,532,Very High Risk,Decline
48153,0.903,423,Very High Risk,Decline
48154,0.2202,524,Very High Risk,Decline
48155,0.0815,557,Very High Risk,Decline
48156,0.7392,457,Very High Risk,Decline
48157,0.4133,497,Very High Risk,Decline
48158,0.8177,444,Very High Risk,Decline
48159,0.4492,493,Very High Risk,Decline
48160,0.1149,546,Very High Risk,Decline
48161,0.1887,529,Very High Risk,Decline
48162,0.3144,510,Very High Risk,Decline
48163,0.117,545,Very High Risk,Decline
48164,0.0426,577,Very High Risk,Decline
48165,0.0763,559,Very High Risk,Decline
48166,0.1032,550,Very High Risk,Decline
48167,0.87,432,Very High Risk,Decline
48168,0.1243,543,Very High Risk,Decline
48169,0.3442,506,Very High Risk,Decline
48170,0.1617,535,Very High Risk,Decline
48171,0.1261,543,Very High Risk,Decline
48172,0.0365,582,High Risk,Decline
48173,0.5288,484,Very High Risk,Decline
48174,0.0457,575,Very High Risk,Decline
48175,0.2141,525,Very High Risk,Decline
48176,0.279,515,Very High Risk,Decline
48177,0.9296,413,Very High Risk,Decline
48178,0.1214,544,Very High Risk,Decline
48179,0.6034,475,Very High Risk,Decline
48180,0.0255,592,High Risk,Decline
48181,0.5789,478,Very High Risk,Decline
48182,0.2077,526,Very High Risk,Decline
48183,0.3334,507,Very High Risk,Decline
48184,0.1493,537,Very High Risk,Decline
48185,0.0394,579,Very High Risk,Decline
48186,0.6177,473,Very High Risk,Decline
48187,0.1251,543,Very High Risk,Decline
48188,0.2438,520,Very High Risk,Decline
48189,0.5644,480,Very High Risk,Decline
48190,0.0398,579,Very High Risk,Decline
48191,0.2376,521,Very High Risk,Decline
48192,0.3037,511,Very High Risk,Decline
48193,0.2951,512,Very High Risk,Decline
48194,0.22,524,Very High Risk,Decline
48195,0.0619,566,Very High Risk,Decline
48196,0.3655,503,Very High Risk,Decline
48197,0.4712,490,Very High Risk,Decline
48198,0.238,521,Very High Risk,Decline
48199,0.7904,449,Very High Risk,Decline
48200,0.6467,470,Very High Risk,Decline
48201,0.2914,513,Very High Risk,Decline
48202,0.2025,527,Very High Risk,Decline
48203,0.6198,473,Very High Risk,Decline
48204,0.8224,443,Very High Risk,Decline
48205,0.3621,503,Very High Risk,Decline
48206,0.6601,468,Very High Risk,Decline
48207,0.7312,458,Very High Risk,Decline
48208,0.3465,505,Very High Risk,Decline
48209,0.1431,539,Very High Risk,Decline
48210,0.1482,538,Very High Risk,Decline
48211,0.3317,507,Very High Risk,Decline
48212,0.0815,557,Very High Risk,Decline
48213,0.1828,530,Very High Risk,Decline
48214,0.1418,539,Very High Risk,Decline
48215,0.1651,534,Very High Risk,Decline
48216,0.9814,373,Very High Risk,Decline
48217,0.2077,526,Very High Risk,Decline
48218,0.214,525,Very High Risk,Decline
48219,0.2042,526,Very High Risk,Decline
48220,0.8058,446,Very High Risk,Decline
48221,0.5606,480,Very High Risk,Decline
48222,0.0278,590,High Risk,Decline
48223,0.8455,438,Very High Risk,Decline
48224,0.2207,524,Very High Risk,Decline
48225,0.8666,433,Very High Risk,Decline
48226,0.6578,468,Very High Risk,Decline
48227,0.1461,538,Very High Risk,Decline
48228,0.4012,499,Very High Risk,Decline
48229,0.1645,534,Very High Risk,Decline
48230,0.7269,459,Very High Risk,Decline
48231,0.2469,519,Very High Risk,Decline
48232,0.6672,467,Very High Risk,Decline
48233,0.7614,454,Very High Risk,Decline
48234,0.0454,575,Very High Risk,Decline
48235,0.9642,392,Very High Risk,Decline
48236,0.1098,548,Very High Risk,Decline
48237,0.2596,517,Very High Risk,Decline
48238,0.0767,559,Very High Risk,Decline
48239,0.2634,517,Very High Risk,Decline
48240,0.7177,460,Very High Risk,Decline
48241,0.222,523,Very High Risk,Decline
48242,0.1232,544,Very High Risk,Decline
48243,0.1625,534,Very High Risk,Decline
48244,0.2949,512,Very High Risk,Decline
48245,0.9454,405,Very High Risk,Decline
48246,0.3977,499,Very High Risk,Decline
48247,0.0637,565,Very High Risk,Decline
48248,0.3879,500,Very High Risk,Decline
48249,0.9242,415,Very High Risk,Decline
48250,0.9628,393,Very High Risk,Decline
48251,0.9047,422,Very High Risk,Decline
48252,0.2823,514,Very High Risk,Decline
48253,0.1675,533,Very High Risk,Decline
48254,0.0384,580,High Risk,Decline
48255,0.1457,538,Very High Risk,Decline
48256,0.2523,518,Very High Risk,Decline
48257,0.247,519,Very High Risk,Decline
48258,0.228,522,Very High Risk,Decline
48259,0.7273,459,Very High Risk,Decline
48260,0.3032,511,Very High Risk,Decline
48261,0.084,556,Very High Risk,Decline
48262,0.3855,501,Very High Risk,Decline
48263,0.1574,536,Very High Risk,Decline
48264,0.9008,423,Very High Risk,Decline
48265,0.2021,527,Very High Risk,Decline
48266,0.0349,583,High Risk,Decline
48267,0.1381,540,Very High Risk,Decline
48268,0.558,480,Very High Risk,Decline
48269,0.3067,511,Very High Risk,Decline
48270,0.0993,551,Very High Risk,Decline
48271,0.1778,531,Very High Risk,Decline
48272,0.1043,549,Very High Risk,Decline
48273,0.4842,489,Very High Risk,Decline
48274,0.1113,547,Very High Risk,Decline
48275,0.5338,483,Very High Risk,Decline
48276,0.2642,517,Very High Risk,Decline
48277,0.2046,526,Very High Risk,Decline
48278,0.049,573,Very High Risk,Decline
48279,0.8732,431,Very High Risk,Decline
48280,0.2566,518,Very High Risk,Decline
48281,0.2156,524,Very High Risk,Decline
48282,0.0321,585,High Risk,Decline
48283,0.582,478,Very High Risk,Decline
48284,0.1265,543,Very High Risk,Decline
48285,0.0867,555,Very High Risk,Decline
48286,0.8573,435,Very High Risk,Decline
48287,0.5795,478,Very High Risk,Decline
48288,0.8496,437,Very High Risk,Decline
48289,0.9105,420,Very High Risk,Decline
48290,0.5263,484,Very High Risk,Decline
48291,0.8896,427,Very High Risk,Decline
48292,0.5982,476,Very High Risk,Decline
48293,0.1235,544,Very High Risk,Decline
48294,0.479,490,Very High Risk,Decline
48295,0.254,518,Very High Risk,Decline
48296,0.3688,503,Very High Risk,Decline
48297,0.5214,485,Very High Risk,Decline
48298,0.3126,510,Very High Risk,Decline
48299,0.1235,544,Very High Risk,Decline
48300,0.9089,421,Very High Risk,Decline
48301,0.0432,577,Very High Risk,Decline
48302,0.8825,429,Very High Risk,Decline
48303,0.676,466,Very High Risk,Decline
48304,0.6826,465,Very High Risk,Decline
48305,0.0919,553,Very High Risk,Decline
48306,0.5261,484,Very High Risk,Decline
48307,0.2257,523,Very High Risk,Decline
48308,0.5111,486,Very High Risk,Decline
48309,0.0863,555,Very High Risk,Decline
48310,0.3049,511,Very High Risk,Decline
48311,0.9021,423,Very High Risk,Decline
48312,0.9515,401,Very High Risk,Decline
48313,0.8999,424,Very High Risk,Decline
48314,0.1324,541,Very High Risk,Decline
48315,0.8563,436,Very High Risk,Decline
48316,0.104,549,Very High Risk,Decline
48317,0.2052,526,Very High Risk,Decline
48318,0.1179,545,Very High Risk,Decline
48319,0.5395,483,Very High Risk,Decline
48320,0.6893,464,Very High Risk,Decline
48321,0.3517,505,Very High Risk,Decline
48322,0.4582,492,Very High Risk,Decline
48323,0.089,554,Very High Risk,Decline
48324,0.2447,520,Very High Risk,Decline
48325,0.0365,582,High Risk,Decline
48326,0.4121,497,Very High Risk,Decline
48327,0.2423,520,Very High Risk,Decline
48328,0.2061,526,Very High Risk,Decline
48329,0.3186,509,Very High Risk,Decline
48330,0.1786,531,Very High Risk,Decline
48331,0.2312,522,Very High Risk,Decline
48332,0.3976,499,Very High Risk,Decline
48333,0.1595,535,Very High Risk,Decline
48334,0.8943,426,Very High Risk,Decline
48335,0.0351,583,High Risk,Decline
48336,0.0514,571,Very High Risk,Decline
48337,0.3235,508,Very High Risk,Decline
48338,0.1146,546,Very High Risk,Decline
48339,0.6552,469,Very High Risk,Decline
48340,0.637,471,Very High Risk,Decline
48341,0.978,378,Very High Risk,Decline
48342,0.0472,574,Very High Risk,Decline
48343,0.7094,461,Very High Risk,Decline
48344,0.3608,504,Very High Risk,Decline
48345,0.1657,534,Very High Risk,Decline
48346,0.9452,405,Very High Risk,Decline
48347,0.1468,538,Very High Risk,Decline
48348,0.2562,518,Very High Risk,Decline
48349,0.2034,527,Very High Risk,Decline
48350,0.1843,530,Very High Risk,Decline
48351,0.1187,545,Very High Risk,Decline
48352,0.1863,530,Very High Risk,Decline
48353,0.3736,502,Very High Risk,Decline
48354,0.4416,494,Very High Risk,Decline
48355,0.2167,524,Very High Risk,Decline
48356,0.1013,550,Very High Risk,Decline
48357,0.3247,508,Very High Risk,Decline
48358,0.2071,526,Very High Risk,Decline
48359,0.269,516,Very High Risk,Decline
48360,0.1279,543,Very High Risk,Decline
48361,0.1279,543,Very High Risk,Decline
48362,0.1122,547,Very High Risk,Decline
48363,0.116,546,Very High Risk,Decline
48364,0.1251,543,Very High Risk,Decline
48365,0.1977,528,Very High Risk,Decline
48366,0.0843,556,Very High Risk,Decline
48367,0.2489,519,Very High Risk,Decline
48368,0.3763,502,Very High Risk,Decline
48369,0.2355,521,Very High Risk,Decline
48370,0.4042,498,Very High Risk,Decline
48371,0.957,398,Very High Risk,Decline
48372,0.7988,447,Very High Risk,Decline
48373,0.113,547,Very High Risk,Decline
48374,0.1018,550,Very High Risk,Decline
48375,0.4182,497,Very High Risk,Decline
48376,0.4029,498,Very High Risk,Decline
48377,0.182,530,Very High Risk,Decline
48378,0.0355,582,High Risk,Decline
48379,0.0479,573,Very High Risk,Decline
48380,0.0244,594,High Risk,Decline
48381,0.1446,538,Very High Risk,Decline
48382,0.3565,504,Very High Risk,Decline
48383,0.061,566,Very High Risk,Decline
48384,0.1291,542,Very High Risk,Decline
48385,0.8236,443,Very High Risk,Decline
48386,0.0921,553,Very High Risk,Decline
48387,0.257,518,Very High Risk,Decline
48388,0.2093,525,Very High Risk,Decline
48389,0.5887,477,Very High Risk,Decline
48390,0.1497,537,Very High Risk,Decline
48391,0.2273,522,Very High Risk,Decline
48392,0.1662,534,Very High Risk,Decline
48393,0.1362,540,Very High Risk,Decline
48394,0.8454,438,Very High Risk,Decline
48395,0.2339,521,Very High Risk,Decline
48396,0.1543,536,Very High Risk,Decline
48397,0.2072,526,Very High Risk,Decline
48398,0.967,390,Very High Risk,Decline
48399,0.5148,485,Very High Risk,Decline
48400,0.3086,510,Very High Risk,Decline
48401,0.1129,547,Very High Risk,Decline
48402,0.3446,506,Very High Risk,Decline
48403,0.2642,517,Very High Risk,Decline
48404,0.1576,535,Very High Risk,Decline
48405,0.0405,578,Very High Risk,Decline
48406,0.9271,414,Very High Risk,Decline
48407,0.4457,493,Very High Risk,Decline
48408,0.6431,470,Very High Risk,Decline
48409,0.1583,535,Very High Risk,Decline
48410,0.4324,495,Very High Risk,Decline
48411,0.8332,441,Very High Risk,Decline
48412,0.1392,540,Very High Risk,Decline
48413,0.9273,414,Very High Risk,Decline
48414,0.1655,534,Very High Risk,Decline
48415,0.9505,402,Very High Risk,Decline
48416,0.904,422,Very High Risk,Decline
48417,0.9209,416,Very High Risk,Decline
48418,0.2811,514,Very High Risk,Decline
48419,0.2052,526,Very High Risk,Decline
48420,0.0533,570,Very High Risk,Decline
48421,0.0871,555,Very High Risk,Decline
48422,0.4847,489,Very High Risk,Decline
48423,0.06,566,Very High Risk,Decline
48424,0.3474,505,Very High Risk,Decline
48425,0.2157,524,Very High Risk,Decline
48426,0.1551,536,Very High Risk,Decline
48427,0.0653,564,Very High Risk,Decline
48428,0.8135,445,Very High Risk,Decline
48429,0.2065,526,Very High Risk,Decline
48430,0.7685,453,Very High Risk,Decline
48431,0.7077,462,Very High Risk,Decline
48432,0.2163,524,Very High Risk,Decline
48433,0.8001,447,Very High Risk,Decline
48434,0.2536,518,Very High Risk,Decline
48435,0.8887,427,Very High Risk,Decline
48436,0.6792,465,Very High Risk,Decline
48437,0.8564,436,Very High Risk,Decline
48438,0.0394,579,Very High Risk,Decline
48439,0.1622,535,Very High Risk,Decline
48440,0.4516,493,Very High Risk,Decline
48441,0.2482,519,Very High Risk,Decline
48442,0.2938,512,Very High Risk,Decline
48443,0.5126,486,Very High Risk,Decline
48444,0.0955,552,Very High Risk,Decline
48445,0.281,514,Very High Risk,Decline
48446,0.1365,540,Very High Risk,Decline
48447,0.2007,527,Very High Risk,Decline
48448,0.404,498,Very High Risk,Decline
48449,0.9863,364,Very High Risk,Decline
48450,0.2776,515,Very High Risk,Decline
48451,0.2139,525,Very High Risk,Decline
48452,0.1771,531,Very High Risk,Decline
48453,0.0808,557,Very High Risk,Decline
48454,0.2473,519,Very High Risk,Decline
48455,0.9214,416,Very High Risk,Decline
48456,0.1476,538,Very High Risk,Decline
48457,0.4086,498,Very High Risk,Decline
48458,0.2079,526,Very High Risk,Decline
48459,0.1915,529,Very High Risk,Decline
48460,0.3796,501,Very High Risk,Decline
48461,0.0317,586,High Risk,Decline
48462,0.3068,511,Very High Risk,Decline
48463,0.166,534,Very High Risk,Decline
48464,0.0477,573,Very High Risk,Decline
48465,0.5076,486,Very High Risk,Decline
48466,0.3845,501,Very High Risk,Decline
48467,0.358,504,Very High Risk,Decline
48468,0.0309,587,High Risk,Decline
48469,0.1699,533,Very High Risk,Decline
48470,0.2308,522,Very High Risk,Decline
48471,0.8979,424,Very High Risk,Decline
48472,0.2588,517,Very High Risk,Decline
48473,0.2427,520,Very High Risk,Decline
48474,0.6088,474,Very High Risk,Decline
48475,0.1567,536,Very High Risk,Decline
48476,0.3277,508,Very High Risk,Decline
48477,0.7495,455,Very High Risk,Decline
48478,0.9055,422,Very High Risk,Decline
48479,0.9346,410,Very High Risk,Decline
48480,0.1696,533,Very High Risk,Decline
48481,0.8963,425,Very High Risk,Decline
48482,0.2565,518,Very High Risk,Decline
48483,0.1847,530,Very High Risk,Decline
48484,0.5677,479,Very High Risk,Decline
48485,0.22,524,Very High Risk,Decline
48486,0.0932,553,Very High Risk,Decline
48487,0.247,519,Very High Risk,Decline
48488,0.3315,507,Very High Risk,Decline
48489,0.8973,425,Very High Risk,Decline
48490,0.4159,497,Very High Risk,Decline
48491,0.9444,405,Very High Risk,Decline
48492,0.2876,513,Very High Risk,Decline
48493,0.3239,508,Very High Risk,Decline
48494,0.3312,507,Very High Risk,Decline
48495,0.5134,486,Very High Risk,Decline
